year,stat,player,team,value,link
1966,Winning Percentage,Sonny Siebert,Cleveland,.667,https://www.baseball-almanac.com/pitching/piwper4.shtml
1966,Wins,Jim Kaat,Minnesota,25,https://www.baseball-almanac.com/pitching/piwins4.shtml
1966,Statistic,Name(s),Team(s),#,
1966,Team | Roster,Wins,Losses,WP,
1966,Baltimore Orioles,97,63,.606,https://www.baseball-almanac.com/teamstats/roster.php?y=1966&t=BAL
1966,Minnesota Twins,89,73,.549,https://www.baseball-almanac.com/teamstats/roster.php?y=1966&t=MIN
1966,Detroit Tigers,88,74,.543,https://www.baseball-almanac.com/teamstats/roster.php?y=1966&t=DET
1966,Chicago White Sox,83,79,.512,https://www.baseball-almanac.com/teamstats/roster.php?y=1966&t=CHA
1966,Cleveland Indians,81,81,.500,https://www.baseball-almanac.com/teamstats/roster.php?y=1966&t=CLE
1966,California Angels,80,82,.494,https://www.baseball-almanac.com/teamstats/roster.php?y=1966&t=CAL
1966,Kansas City Athletics,74,86,.463,https://www.baseball-almanac.com/teamstats/roster.php?y=1966&t=KC1
1966,Washington Senators,71,88,.447,https://www.baseball-almanac.com/teamstats/roster.php?y=1966&t=WS2
1966,Boston Red Sox,72,90,.444,https://www.baseball-almanac.com/teamstats/roster.php?y=1966&t=BOS
1966,New York Yankees,70,89,.440,https://www.baseball-almanac.com/teamstats/roster.php?y=1966&t=NYA
1966,Team | Roster,Wins,Losses,WP,
1967,Statistic,Name(s),Team(s),#,
1967,Base on Balls,Harmon Killebrew,Minnesota,131,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1967,Batting Average,Carl Yastrzemski,Boston,.326,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1967,Doubles,Tony Oliva,Minnesota,34,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1967,Hits,Carl Yastrzemski,Boston,189,https://www.baseball-almanac.com/hitting/hihits4.shtml
1967,Home Runs,Harmon Killebrew,Minnesota,44,https://www.baseball-almanac.com/hitting/hihr5.shtml
1967,On Base Percentage,Carl Yastrzemski,Boston,.421,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1967,RBI,Carl Yastrzemski,Boston,121,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1967,Runs,Carl Yastrzemski,Boston,112,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1967,Slugging Average,Carl Yastrzemski,Boston,.622,https://www.baseball-almanac.com/hitting/hislug4.shtml
1967,Stolen Bases,Bert Campaneris,Kansas City,55,https://www.baseball-almanac.com/hitting/hisb4.shtml
1967,Total Bases,Carl Yastrzemski,Boston,360,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1967,Triples,Paul Blair,Baltimore,12,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1967,Statistic,Name(s),Team(s),#,
1967,Statistic,Name(s),Team(s),#,
1967,Complete Games,Dean Chance,Minnesota,18,https://www.baseball-almanac.com/pitching/picomg4.shtml
1967,ERA,Joe Horlen,Chicago,2.06,https://www.baseball-almanac.com/pitching/piera4.shtml
1967,Games,Bob Locker,Chicago,77,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1967,Saves,Minnie Rojas,California,27,https://www.baseball-almanac.com/pitching/pisave4.shtml
1967,Shutouts,Steve Hargan,Cleveland,6,https://www.baseball-almanac.com/pitching/pishut4.shtml
1967,Strikeouts,Jim Lonborg,Boston,246,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1967,Winning Percentage,Joe Horlen,Chicago,.731,https://www.baseball-almanac.com/pitching/piwper4.shtml
1967,Wins,Jim Lonborg,Boston,22,https://www.baseball-almanac.com/pitching/piwins4.shtml
1967,Statistic,Name(s),Team(s),#,
1967,Team | Roster,Wins,Losses,WP,
1967,Boston Red Sox,92,70,.568,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=BOS
1967,Minnesota Twins,91,71,.562,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=MIN
1967,Detroit Tigers,91,71,.562,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=DET
1967,Chicago White Sox,89,73,.549,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=CHA
1967,California Angels,84,77,.522,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=CAL
1967,Washington Senators,76,85,.472,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=WS2
1967,Baltimore Orioles,76,85,.472,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=BAL
1967,Cleveland Indians,75,87,.463,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=CLE
1967,New York Yankees,72,90,.444,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=NYA
1967,Kansas City Athletics,62,99,.385,https://www.baseball-almanac.com/teamstats/roster.php?y=1967&t=KC1
1967,Team | Roster,Wins,Losses,WP,
1968,Statistic,Name(s),Team(s),#,
1968,Base on Balls,Carl Yastrzemski,Boston,119,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1968,Batting Average,Carl Yastrzemski,Boston,.301,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1968,Doubles,Reggie Smith,Boston,37,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1968,Hits,Bert Campaneris,Oakland,177,https://www.baseball-almanac.com/hitting/hihits4.shtml
1968,Home Runs,Frank Howard,Washington,44,https://www.baseball-almanac.com/hitting/hihr5.shtml
1968,On Base Percentage,Carl Yastrzemski,Boston,.429,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1968,RBI,Ken Harrelson,Boston,109,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1968,Runs,Dick McAuliffe,Detroit,95,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1968,Slugging Average,Frank Howard,Washington,.552,https://www.baseball-almanac.com/hitting/hislug4.shtml
1968,Stolen Bases,Bert Campaneris,Oakland,62,https://www.baseball-almanac.com/hitting/hisb4.shtml
1968,Total Bases,Frank Howard,Washington,330,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1968,Triples,Jim Fregosi,California,13,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1968,Statistic,Name(s),Team(s),#,
1968,Statistic,Name(s),Team(s),#,
1968,Complete Games,Denny McLain,Detroit,28,https://www.baseball-almanac.com/pitching/picomg4.shtml
1968,ERA,Luis Tiant,Cleveland,1.60,https://www.baseball-almanac.com/pitching/piera4.shtml
1968,Games,Wilbur Wood,Chicago,88,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1968,Saves,Al Worthington,Minnesota,18,https://www.baseball-almanac.com/pitching/pisave4.shtml
1968,Shutouts,Luis Tiant,Cleveland,9,https://www.baseball-almanac.com/pitching/pishut4.shtml
1968,Strikeouts,Sam McDowell,Cleveland,283,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1968,Winning Percentage,Denny McLain,Detroit,.838,https://www.baseball-almanac.com/pitching/piwper4.shtml
1968,Wins,Denny McLain,Detroit,31,https://www.baseball-almanac.com/pitching/piwins4.shtml
1968,Statistic,Name(s),Team(s),#,
1968,Team [Click for roster],Wins,Losses,WP,
1968,Detroit Tigers,103,59,.636,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=DET
1968,Baltimore Orioles,91,71,.562,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=BAL
1968,Cleveland Indians,86,75,.534,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=CLE
1968,Boston Red Sox,86,76,.531,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=BOS
1968,New York Yankees,83,79,.512,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=NYA
1968,Oakland Athletics,82,80,.506,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=OAK
1968,Minnesota Twins,79,83,.488,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=MIN
1968,California Angels,67,95,.414,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=CAL
1968,Chicago White Sox,67,95,.414,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=CHA
1968,Washington Senators,65,96,.404,https://www.baseball-almanac.com/teamstats/roster.php?y=1968&t=WS2
1969,Statistic,Name(s),Team(s),#,
1969,Base on Balls,Harmon Killebrew,Minnesota,145,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1969,Batting Average,Rod Carew,Minnesota,.332,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1969,Doubles,Tony Oliva,Minnesota,39,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1969,Hits,Tony Oliva,Minnesota,197,https://www.baseball-almanac.com/hitting/hihits4.shtml
1969,Home Runs,Harmon Killebrew,Minnesota,49,https://www.baseball-almanac.com/hitting/hihr5.shtml
1969,On Base Percentage,Harmon Killebrew,Minnesota,.430,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1969,RBI,Harmon Killebrew,Minnesota,140,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1969,Runs,Reggie Jackson,Oakland,123,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1969,Slugging Average,Reggie Jackson,Oakland,.608,https://www.baseball-almanac.com/hitting/hislug4.shtml
1969,Stolen Bases,Tommy Harper,Seattle,73,https://www.baseball-almanac.com/hitting/hisb4.shtml
1969,Total Bases,Frank Howard,Washington,340,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1969,Triples,Del Unser,Washington,8,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1969,Statistic,Name(s),Team(s),#,
1969,Statistic,Name(s),Team(s),#,
1969,Complete Games,Mel Stottlemyre,New York,24,https://www.baseball-almanac.com/pitching/picomg4.shtml
1969,ERA,Dick Bosman,Washington,2.19,https://www.baseball-almanac.com/pitching/piera4.shtml
1969,Games,Wilbur Wood,Chicago,76,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1969,Saves,Ron Perranoski,Minnesota,31,https://www.baseball-almanac.com/pitching/pisave4.shtml
1969,Shutouts,Denny McLain,Detroit,9,https://www.baseball-almanac.com/pitching/pishut4.shtml
1969,Strikeouts,Sam McDowell,Cleveland,279,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1969,Winning Percentage,Jim Palmer,Baltimore,.800,https://www.baseball-almanac.com/pitching/piwper4.shtml
1969,Wins,Denny McLain,Detroit,24,https://www.baseball-almanac.com/pitching/piwins4.shtml
1969,Statistic,Name(s),Team(s),#,
1969,East,Team [Click for roster],Wins,Losses,
1969,Baltimore Orioles,109,53,.673,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=BAL
1969,Detroit Tigers,90,72,.556,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=DET
1969,Boston Red Sox,87,75,.537,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=BOS
1969,Washington Senators,86,76,.531,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=WS2
1969,New York Yankees,80,81,.497,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=NYA
1969,Cleveland Indians,62,99,.385,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=CLE
1969,West,Team [Click for roster],Wins,Losses,
1969,Minnesota Twins,97,65,.599,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=MIN
1969,Oakland Athletics,88,74,.543,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=OAK
1969,California Angels,71,91,.438,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=CAL
1969,Kansas City Royals,69,93,.426,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=KCA
1969,Chicago White Sox,68,94,.420,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=CHA
1969,Seattle Pilots,64,98,.395,https://www.baseball-almanac.com/teamstats/roster.php?y=1969&t=SE1
1969,A.L.,Team [Click for roster],Wins,Losses,
1970,Statistic,Name(s),Team(s),#,
1970,Base on Balls,Frank Howard,Washington,132,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1970,Batting Average,Alex Johnson,California,.329,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1970,Doubles,Tony Oliva,Minnesota,36,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1970,Hits,Tony Oliva,Minnesota,204,https://www.baseball-almanac.com/hitting/hihits4.shtml
1970,Home Runs,Frank Howard,Washington,44,https://www.baseball-almanac.com/hitting/hihr5.shtml
1970,On Base Percentage,Carl Yastrzemski,Boston,.453,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1970,RBI,Frank Howard,Washington,126,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1970,Runs,Carl Yastrzemski,Boston,125,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1970,Slugging Average,Carl Yastrzemski,Boston,.592,https://www.baseball-almanac.com/hitting/hislug4.shtml
1970,Stolen Bases,Bert Campaneris,Oakland,42,https://www.baseball-almanac.com/hitting/hisb4.shtml
1970,Total Bases,Carl Yastrzemski,Boston,335,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1970,Triples,Cesar Tovar,Minnesota,13,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1970,Statistic,Name(s),Team(s),#,
1970,Statistic,Name(s),Team(s),#,
1970,Complete Games,Mike Cuellar,Baltimore,21,https://www.baseball-almanac.com/pitching/picomg4.shtml
1970,ERA,Diego Segui,Oakland,2.56,https://www.baseball-almanac.com/pitching/piera4.shtml
1970,Games,Wilbur Wood,Chicago,77,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1970,Saves,Ron Perranoski,Minnesota,34,https://www.baseball-almanac.com/pitching/pisave4.shtml
1970,Shutouts,Chuck Dobson,Oakland,5,https://www.baseball-almanac.com/pitching/pishut4.shtml
1970,Strikeouts,Sam McDowell,Cleveland,304,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1970,Winning Percentage,Mike Cuellar,Baltimore,.750,https://www.baseball-almanac.com/pitching/piwper4.shtml
1970,Wins,Mike Cuellar,Baltimore,24,https://www.baseball-almanac.com/pitching/piwins4.shtml
1970,Statistic,Name(s),Team(s),#,
1970,East,Team [Click for roster],Wins,Losses,
1970,Baltimore Orioles,108,54,.667,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=BAL
1970,New York Yankees,93,69,.574,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=NYA
1970,Boston Red Sox,87,75,.537,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=BOS
1970,Detroit Tigers,79,83,.488,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=DET
1970,Cleveland Indians,76,86,.469,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=CLE
1970,Washington Senators,70,92,.432,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=WS2
1970,West,Team [Click for roster],Wins,Losses,
1970,Minnesota Twins,98,64,.605,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=MIN
1970,Oakland Athletics,89,73,.549,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=OAK
1970,California Angels,86,76,.531,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=CAL
1970,Milwaukee Brewers,65,97,.401,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=MIL
1970,Kansas City Royals,65,97,.401,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=KCA
1970,Chicago White Sox,56,106,.346,https://www.baseball-almanac.com/teamstats/roster.php?y=1970&t=CHA
1970,A.L.,Team [Click for roster],Wins,Losses,
1971,Statistic,Name(s),Team(s),#,
1971,Base on Balls,Harmon Killebrew,Minnesota,114,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1971,Batting Average,Tony Oliva,Minnesota,.337,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1971,Doubles,Reggie Smith,Boston,33,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1971,Hits,Cesar Tovar,Minnesota,204,https://www.baseball-almanac.com/hitting/hihits4.shtml
1971,Home Runs,Bill Melton,Chicago,33,https://www.baseball-almanac.com/hitting/hihr5.shtml
1971,On Base Percentage,Bobby Murcer,New York,.429,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1971,RBI,Harmon Killebrew,Minnesota,119,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1971,Runs,Don Buford,Baltimore,99,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1971,Slugging Average,Tony Oliva,Minnesota,.546,https://www.baseball-almanac.com/hitting/hislug4.shtml
1971,Stolen Bases,Amos Otis,Kansas City,52,https://www.baseball-almanac.com/hitting/hisb4.shtml
1971,Total Bases,Reggie Smith,Boston,302,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1971,Triples,Freddie Patek,Kansas City,11,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1971,Statistic,Name(s),Team(s),#,
1971,Statistic,Name(s),Team(s),#,
1971,Complete Games,Mickey Lolich,Detroit,29,https://www.baseball-almanac.com/pitching/picomg4.shtml
1971,ERA,Vida Blue,Oakland,1.82,https://www.baseball-almanac.com/pitching/piera4.shtml
1971,Games,Ken Sanders,Milwaukee,83,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1971,Saves,Ken Sanders,Milwaukee,31,https://www.baseball-almanac.com/pitching/pisave4.shtml
1971,Shutouts,Vida Blue,Oakland,8,https://www.baseball-almanac.com/pitching/pishut4.shtml
1971,Strikeouts,Mickey Lolich,Detroit,308,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1971,Winning Percentage,Dave McNally,Baltimore,.808,https://www.baseball-almanac.com/pitching/piwper4.shtml
1971,Wins,Mickey Lolich,Detroit,25,https://www.baseball-almanac.com/pitching/piwins4.shtml
1971,Statistic,Name(s),Team(s),#,
1971,East,Team | Roster,Wins,Losses,
1971,Baltimore Orioles,101,57,.639,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=BAL
1971,Detroit Tigers,91,71,.562,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=DET
1971,Boston Red Sox,85,77,.525,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=BOS
1971,New York Yankees,82,80,.506,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=NYA
1971,Washington Senators,63,96,.396,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=WS2
1971,Cleveland Indians,60,102,.370,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=CLE
1971,West,Team | Roster,Wins,Losses,
1971,Oakland Athletics,101,60,.627,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=OAK
1971,Kansas City Royals,85,76,.528,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=KCA
1971,Chicago White Sox,79,83,.488,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=CHA
1971,California Angels,76,86,.469,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=CAL
1971,Minnesota Twins,74,86,.463,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=MIN
1971,Milwaukee Brewers,69,92,.429,https://www.baseball-almanac.com/teamstats/roster.php?y=1971&t=MIL
1971,A.L.,Team | Roster,Wins,Losses,
1972,Statistic,Name(s),Team(s),#,
1972,Base on Balls,Dick Allen,Chicago,99,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1972,Batting Average,Rod Carew,Minnesota,.318,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1972,Doubles,Lou Piniella,Kansas City,33,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1972,Hits,Joe Rudi,Oakland,181,https://www.baseball-almanac.com/hitting/hihits4.shtml
1972,Home Runs,Dick Allen,Chicago,37,https://www.baseball-almanac.com/hitting/hihr5.shtml
1972,On Base Percentage,Dick Allen,Chicago,.422,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1972,RBI,Dick Allen,Chicago,113,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1972,Runs,Bobby Murcer,New York,102,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1972,Slugging Average,Dick Allen,Chicago,.603,https://www.baseball-almanac.com/hitting/hislug4.shtml
1972,Stolen Bases,Bert Campaneris,Oakland,52,https://www.baseball-almanac.com/hitting/hisb4.shtml
1972,Total Bases,Bobby Murcer,New York,314,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1972,Triples,Joe Rudi,Oakland,9,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1972,Statistic,Name(s),Team(s),#,
1972,Statistic,Name(s),Team(s),#,
1972,Complete Games,Gaylord Perry,Cleveland,29,https://www.baseball-almanac.com/pitching/picomg4.shtml
1972,ERA,Luis Tiant,Boston,1.91,https://www.baseball-almanac.com/pitching/piera4.shtml
1972,Games,Paul Lindblad,Texas,66,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1972,Saves,Sparky Lyle,New York,35,https://www.baseball-almanac.com/pitching/pisave4.shtml
1972,Shutouts,Nolan Ryan,California,9,https://www.baseball-almanac.com/pitching/pishut4.shtml
1972,Strikeouts,Nolan Ryan,California,329,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1972,Winning Percentage,Catfish Hunter,Oakland,.750,https://www.baseball-almanac.com/pitching/piwper4.shtml
1972,Wins,Gaylord Perry,Cleveland,24,https://www.baseball-almanac.com/pitching/piwins4.shtml
1972,Statistic,Name(s),Team(s),#,
1972,East,Team [Click for roster],Wins,Losses,
1972,Detroit Tigers,86,70,.551,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=DET
1972,Boston Red Sox,85,70,.548,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=BOS
1972,Baltimore Orioles,80,74,.519,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=BAL
1972,New York Yankees,79,76,.510,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=NYA
1972,Cleveland Indians,72,84,.462,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=CLE
1972,Milwaukee Brewers,65,91,.417,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=MIL
1972,West,Team [Click for roster],Wins,Losses,
1972,Oakland Athletics,93,62,.600,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=OAK
1972,Chicago White Sox,87,67,.565,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=CHA
1972,Minnesota Twins,77,77,.500,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=MIN
1972,Kansas City Royals,76,78,.494,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=KCA
1972,California Angels,75,80,.484,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=CAL
1972,Texas Rangers,54,100,.351,https://www.baseball-almanac.com/teamstats/roster.php?y=1972&t=TEX
1972,A.L.,Team [Click for roster],Wins,Losses,
1973,Statistic,Name(s),Team(s),#,
1973,Base on Balls,John Mayberry,Kansas City,122,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1973,Batting Average,Rod Carew,Minnesota,.350,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1973,Doubles,Sal Bando,Oakland,32,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1973,Hits,Rod Carew,Minnesota,203,https://www.baseball-almanac.com/hitting/hihits4.shtml
1973,Home Runs,Reggie Jackson,Oakland,32,https://www.baseball-almanac.com/hitting/hihr5.shtml
1973,On Base Percentage,John Mayberry,Kansas City,.420,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1973,RBI,Reggie Jackson,Oakland,117,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1973,Runs,Reggie Jackson,Oakland,99,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1973,Slugging Average,Reggie Jackson,Oakland,.531,https://www.baseball-almanac.com/hitting/hislug4.shtml
1973,Stolen Bases,Tommy Harper,Boston,54,https://www.baseball-almanac.com/hitting/hisb4.shtml
1973,Total Bases,Sal Bando,Oakland,295,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1973,Triples,Al Bumbry,Baltimore,11,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1973,Statistic,Name(s),Team(s),#,
1973,Statistic,Name(s),Team(s),#,
1973,Complete Games,Gaylord Perry,Cleveland,29,https://www.baseball-almanac.com/pitching/picomg4.shtml
1973,ERA,Jim Palmer,Baltimore,2.40,https://www.baseball-almanac.com/pitching/piera4.shtml
1973,Games,John Hiller,Detroit,65,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1973,Saves,John Hiller,Detroit,38,https://www.baseball-almanac.com/pitching/pisave4.shtml
1973,Shutouts,Bert Blyleven,Minnesota,9,https://www.baseball-almanac.com/pitching/pishut4.shtml
1973,Strikeouts,Nolan Ryan,California,383,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1973,Winning Percentage,Catfish Hunter,Oakland,.808,https://www.baseball-almanac.com/pitching/piwper4.shtml
1973,Wins,Wilbur Wood,Chicago,24,https://www.baseball-almanac.com/pitching/piwins4.shtml
1973,Statistic,Name(s),Team(s),#,
1973,East,Team [Click for roster],Wins,Losses,
1973,Baltimore Orioles,97,65,.599,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=BAL
1973,Boston Red Sox,89,73,.549,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=BOS
1973,Detroit Tigers,85,77,.525,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=DET
1973,New York Yankees,80,82,.494,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=NYA
1973,Milwaukee Brewers,74,88,.457,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=MIL
1973,Cleveland Indians,71,91,.438,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=CLE
1973,West,Team [Click for roster],Wins,Losses,
1973,Oakland Athletics,94,68,.580,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=OAK
1973,Kansas City Royals,88,74,.543,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=KCA
1973,Minnesota Twins,81,81,.500,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=MIN
1973,California Angels,79,83,.488,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=CAL
1973,Chicago White Sox,77,85,.475,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=CHA
1973,Texas Rangers,57,105,.352,https://www.baseball-almanac.com/teamstats/roster.php?y=1973&t=TEX
1973,A.L.,Team [Click for roster],Wins,Losses,
1974,Statistic,Name(s),Team(s),#,
1974,Base on Balls,Gene Tenace,Oakland,110,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1974,Batting Average,Rod Carew,Minnesota,.364,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1974,Doubles,Joe Rudi,Oakland,39,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1974,Hits,Rod Carew,Minnesota,218,https://www.baseball-almanac.com/hitting/hihits4.shtml
1974,Home Runs,Dick Allen,Chicago,32,https://www.baseball-almanac.com/hitting/hihr5.shtml
1974,On Base Percentage,Rod Carew,Minnesota,.435,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1974,RBI,Jeff Burroughs,Texas,118,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1974,Runs,Carl Yastrzemski,Boston,93,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1974,Slugging Average,Dick Allen,Chicago,.563,https://www.baseball-almanac.com/hitting/hislug4.shtml
1974,Stolen Bases,Billy North,Oakland,54,https://www.baseball-almanac.com/hitting/hisb4.shtml
1974,Total Bases,Joe Rudi,Oakland,287,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1974,Triples,Mickey Rivers,California,11,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1974,Statistic,Name(s),Team(s),#,
1974,Statistic,Name(s),Team(s),#,
1974,Complete Games,Fergie Jenkins,Texas,29,https://www.baseball-almanac.com/pitching/picomg4.shtml
