year,stat,player,team,value,link
1980,Slugging Average,George Brett,Kansas City,.664,https://www.baseball-almanac.com/hitting/hislug4.shtml
1980,Stolen Bases,Rickey Henderson,Oakland,100,https://www.baseball-almanac.com/hitting/hisb4.shtml
1980,Total Bases,Cecil Cooper,Milwaukee,335,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1980,Triples,Alfredo Griffin,Toronto,15,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1980,Statistic,Name(s),Team(s),#,
1980,Statistic,Name(s),Team(s),#,
1980,Complete Games,Rick Langford,Oakland,28,https://www.baseball-almanac.com/pitching/picomg4.shtml
1980,ERA,Rudy May,New York,2.46,https://www.baseball-almanac.com/pitching/piera4.shtml
1980,Games,Dan Quisenberry,Kansas City,75,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1980,Saves,Rich Gossage,New York,33,https://www.baseball-almanac.com/pitching/pisave4.shtml
1980,Shutouts,Tommy John,New York,6,https://www.baseball-almanac.com/pitching/pishut4.shtml
1980,Strikeouts,Len Barker,Cleveland,187,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1980,Winning Percentage,Steve Stone,Baltimore,.781,https://www.baseball-almanac.com/pitching/piwper4.shtml
1980,Wins,Steve Stone,Baltimore,25,https://www.baseball-almanac.com/pitching/piwins4.shtml
1980,Statistic,Name(s),Team(s),#,
1980,East,Team [Click for roster],Wins,Losses,
1980,New York Yankees,103,59,.636,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=NYA
1980,Baltimore Orioles,100,62,.617,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=BAL
1980,Milwaukee Brewers,86,76,.531,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=MIL
1980,Boston Red Sox,83,77,.519,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=BOS
1980,Detroit Tigers,84,78,.519,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=DET
1980,Cleveland Indians,79,81,.494,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=CLE
1980,Toronto Blue Jays,67,95,.414,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=TOR
1980,West,Team [Click for roster],Wins,Losses,
1980,Kansas City Royals,97,65,.599,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=KCA
1980,Oakland Athletics,83,79,.512,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=OAK
1980,Minnesota Twins,77,84,.478,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=MIN
1980,Texas Rangers,76,85,.472,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=TEX
1980,Chicago White Sox,70,90,.438,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=CHA
1980,California Angels,65,95,.406,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=CAL
1980,Seattle Mariners,59,103,.364,https://www.baseball-almanac.com/teamstats/roster.php?y=1980&t=SEA
1980,A.L.,Team [Click for roster],Wins,Losses,
1950,Statistic,Name(s),Team(s),#,
1950,Base on Balls,Eddie Stanky,New York,144,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1950,Batting Average,Stan Musial,St. Louis,.346,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1950,Doubles,Red Schoendienst,St. Louis,43,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1950,Hits,Duke Snider,Brooklyn,199,https://www.baseball-almanac.com/hitting/hihits4.shtml
1950,Home Runs,Ralph Kiner,Pittsburgh,47,https://www.baseball-almanac.com/hitting/hihr5.shtml
1950,On Base Percentage,Eddie Stanky,New York,.460,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1950,RBI,Del Ennis,Philadelphia,126,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1950,Runs,Earl Torgeson,Boston,120,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1950,Slugging Average,Stan Musial,St. Louis,.596,https://www.baseball-almanac.com/hitting/hislug4.shtml
1950,Stolen Bases,Sam Jethroe,Boston,35,https://www.baseball-almanac.com/hitting/hisb4.shtml
1950,Total Bases,Duke Snider,Brooklyn,343,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1950,Triples,Richie Ashburn,Philadelphia,14,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1950,Statistic,Name(s),Team(s),#,
1950,Statistic,Name(s),Team(s),#,
1950,Complete Games,Vern Bickford,Boston,27,https://www.baseball-almanac.com/pitching/picomg4.shtml
1950,ERA,Jim Hearn,St. Louis,2.49,https://www.baseball-almanac.com/pitching/piera4.shtml
1950,Games,Jim Konstanty,Philadelphia,74,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1950,Saves,Jim Konstanty,Philadelphia,22,https://www.baseball-almanac.com/pitching/pisave4.shtml
1950,Shutouts,Jim Hearn,St. Louis,5,https://www.baseball-almanac.com/pitching/pishut4.shtml
1950,Strikeouts,Warren Spahn,Boston,191,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1950,Winning Percentage,Sal Maglie,New York,.818,https://www.baseball-almanac.com/pitching/piwper4.shtml
1950,Wins,Warren Spahn,Boston,21,https://www.baseball-almanac.com/pitching/piwins4.shtml
1950,Statistic,Name(s),Team(s),#,
1950,Team [Click for roster],Wins,Losses,WP,
1950,Philadelphia Phillies,91,63,.591,https://www.baseball-almanac.com/teamstats/roster.php?y=1950&t=PHI
1950,Brooklyn Dodgers,89,65,.578,https://www.baseball-almanac.com/teamstats/roster.php?y=1950&t=BRO
1950,New York Giants,86,68,.558,https://www.baseball-almanac.com/teamstats/roster.php?y=1950&t=NY1
1950,Boston Braves,83,71,.539,https://www.baseball-almanac.com/teamstats/roster.php?y=1950&t=BS7
1950,St. Louis Cardinals,78,75,.510,https://www.baseball-almanac.com/teamstats/roster.php?y=1950&t=SLN
1950,Cincinnati Reds,66,87,.431,https://www.baseball-almanac.com/teamstats/roster.php?y=1950&t=CIN
1950,Chicago Cubs,64,89,.418,https://www.baseball-almanac.com/teamstats/roster.php?y=1950&t=CHN
1950,Pittsburgh Pirates,57,96,.373,https://www.baseball-almanac.com/teamstats/roster.php?y=1950&t=PIT
1951,Statistic,Name(s),Team(s),#,
1951,Base on Balls,Ralph Kiner,Pittsburgh,137,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1951,Batting Average,Stan Musial,St. Louis,.355,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1951,Doubles,Alvin Dark,New York,41,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1951,Hits,Richie Ashburn,Philadelphia,221,https://www.baseball-almanac.com/hitting/hihits4.shtml
1951,Home Runs,Ralph Kiner,Pittsburgh,42,https://www.baseball-almanac.com/hitting/hihr5.shtml
1951,On Base Percentage,Ralph Kiner,Pittsburgh,.452,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1951,RBI,Monte Irvin,New York,121,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1951,Runs,Ralph Kiner,Pittsburgh,124,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1951,Slugging Average,Ralph Kiner,Pittsburgh,.627,https://www.baseball-almanac.com/hitting/hislug4.shtml
1951,Stolen Bases,Sam Jethroe,Boston,35,https://www.baseball-almanac.com/hitting/hisb4.shtml
1951,Total Bases,Stan Musial,St. Louis,355,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1951,Triples,Gus Bell,Pittsburgh,12,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1951,Statistic,Name(s),Team(s),#,
1951,Statistic,Name(s),Team(s),#,
1951,Complete Games,Warren Spahn,Boston,26,https://www.baseball-almanac.com/pitching/picomg4.shtml
1951,ERA,Chet Nichols,Boston,2.88,https://www.baseball-almanac.com/pitching/piera4.shtml
1951,Games,Ted Wilks,St. Louis,65,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1951,Saves,Ted Wilks,St. Louis,13,https://www.baseball-almanac.com/pitching/pisave4.shtml
1951,Shutouts,Warren Spahn,Boston,7,https://www.baseball-almanac.com/pitching/pishut4.shtml
1951,Strikeouts,Don Newcombe,Brooklyn,164,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1951,Winning Percentage,Preacher Roe,Brooklyn,.880,https://www.baseball-almanac.com/pitching/piwper4.shtml
1951,Wins,Larry Jansen,New York,23,https://www.baseball-almanac.com/pitching/piwins4.shtml
1951,Statistic,Name(s),Team(s),#,
1951,Team [Click for roster],Wins,Losses,WP,
1951,New York Giants,98,59,.624,https://www.baseball-almanac.com/teamstats/roster.php?y=1951&t=NY1
1951,Brooklyn Dodgers,97,60,.618,https://www.baseball-almanac.com/teamstats/roster.php?y=1951&t=BRO
1951,St. Louis Cardinals,81,73,.526,https://www.baseball-almanac.com/teamstats/roster.php?y=1951&t=SLN
1951,Boston Braves,76,78,.494,https://www.baseball-almanac.com/teamstats/roster.php?y=1951&t=BS7
1951,Philadelphia Phillies,73,81,.472,https://www.baseball-almanac.com/teamstats/roster.php?y=1951&t=PHI
1951,Cincinnati Reds,68,86,.442,https://www.baseball-almanac.com/teamstats/roster.php?y=1951&t=CIN
1951,Pittsburgh Pirates,64,90,.416,https://www.baseball-almanac.com/teamstats/roster.php?y=1951&t=PIT
1951,Chicago Cubs,62,92,.403,https://www.baseball-almanac.com/teamstats/roster.php?y=1951&t=CHN
1952,Statistic,Name(s),Team(s),#,
1952,Base on Balls,Ralph Kiner,Pittsburgh,110,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1952,Batting Average,Stan Musial,St. Louis,.336,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1952,Doubles,Stan Musial,St. Louis,42,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1952,Hits,Stan Musial,St. Louis,194,https://www.baseball-almanac.com/hitting/hihits4.shtml
1952,Home Runs,Ralph Kiner,Pittsburgh,37,https://www.baseball-almanac.com/hitting/hihr5.shtml
1952,On Base Percentage,Jackie Robinson,Brooklyn,.440,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1952,RBI,Hank Sauer,Chicago,121,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1952,Runs,Solly Hemus,St. Louis,105,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1952,Slugging Average,Stan Musial,St. Louis,.538,https://www.baseball-almanac.com/hitting/hislug4.shtml
1952,Stolen Bases,Pee Wee Reese,Brooklyn,30,https://www.baseball-almanac.com/hitting/hisb4.shtml
1952,Total Bases,Stan Musial,St. Louis,311,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1952,Triples,Bobby Thomson,New York,14,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1952,Statistic,Name(s),Team(s),#,
1952,Statistic,Name(s),Team(s),#,
1952,Complete Games,Robin Roberts,Philadelphia,30,https://www.baseball-almanac.com/pitching/picomg4.shtml
1952,ERA,Hoyt Wilhelm,New York,2.43,https://www.baseball-almanac.com/pitching/piera4.shtml
1952,Games,Hoyt Wilhelm,New York,71,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1952,Saves,Al Brazle,St. Louis,16,https://www.baseball-almanac.com/pitching/pisave4.shtml
1952,Shutouts,Ken Raffensberger,Cincinnati,6,https://www.baseball-almanac.com/pitching/pishut4.shtml
1952,Strikeouts,Warren Spahn,Boston,183,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1952,Winning Percentage,Hoyt Wilhelm,New York,.833,https://www.baseball-almanac.com/pitching/piwper4.shtml
1952,Wins,Robin Roberts,Philadelphia,28,https://www.baseball-almanac.com/pitching/piwins4.shtml
1952,Statistic,Name(s),Team(s),#,
1952,Team [Click for roster],Wins,Losses,WP,
1952,Brooklyn Dodgers,96,57,.627,https://www.baseball-almanac.com/teamstats/roster.php?y=1952&t=BRO
1952,New York Giants,92,62,.597,https://www.baseball-almanac.com/teamstats/roster.php?y=1952&t=NY1
1952,St. Louis Cardinals,88,66,.571,https://www.baseball-almanac.com/teamstats/roster.php?y=1952&t=SLN
1952,Philadelphia Phillies,87,67,.565,https://www.baseball-almanac.com/teamstats/roster.php?y=1952&t=PHI
1952,Chicago Cubs,77,77,.500,https://www.baseball-almanac.com/teamstats/roster.php?y=1952&t=CHN
1952,Cincinnati Reds,69,85,.448,https://www.baseball-almanac.com/teamstats/roster.php?y=1952&t=CIN
1952,Boston Braves,64,89,.418,https://www.baseball-almanac.com/teamstats/roster.php?y=1952&t=BS7
1952,Pittsburgh Pirates,42,112,.273,https://www.baseball-almanac.com/teamstats/roster.php?y=1952&t=PIT
1953,Statistic,Name(s),Team(s),#,
1953,Base on Balls,Stan Musial,St. Louis,105,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1953,Batting Average,Carl Furillo,Brooklyn,.344,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1953,Doubles,Stan Musial,St. Louis,53,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1953,Hits,Richie Ashburn,Philadelphia,205,https://www.baseball-almanac.com/hitting/hihits4.shtml
1953,Home Runs,Eddie Mathews,Milwaukee,47,https://www.baseball-almanac.com/hitting/hihr5.shtml
1953,On Base Percentage,Stan Musial,St. Louis,.437,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1953,RBI,Roy Campanella,Brooklyn,142,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1953,Runs,Duke Snider,Brooklyn,132,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1953,Slugging Average,Duke Snider,Brooklyn,.627,https://www.baseball-almanac.com/hitting/hislug4.shtml
1953,Stolen Bases,Bill Bruton,Milwaukee,26,https://www.baseball-almanac.com/hitting/hisb4.shtml
1953,Total Bases,Duke Snider,Brooklyn,370,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1953,Triples,Jim Gilliam,Brooklyn,17,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1953,Statistic,Name(s),Team(s),#,
1953,Statistic,Name(s),Team(s),#,
1953,Complete Games,Robin Roberts,Philadelphia,33,https://www.baseball-almanac.com/pitching/picomg4.shtml
1953,ERA,Warren Spahn,Milwaukee,2.10,https://www.baseball-almanac.com/pitching/piera4.shtml
1953,Games,Hoyt Wilhelm,New York,68,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1953,Saves,Al Brazle,St. Louis,18,https://www.baseball-almanac.com/pitching/pisave4.shtml
1953,Shutouts,Harvey Haddix,St. Louis,6,https://www.baseball-almanac.com/pitching/pishut4.shtml
1953,Strikeouts,Robin Roberts,Philadelphia,198,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1953,Winning Percentage,Carl Erskine,Brooklyn,.769,https://www.baseball-almanac.com/pitching/piwper4.shtml
1953,Wins,Robin Roberts,Philadelphia,23,https://www.baseball-almanac.com/pitching/piwins4.shtml
1953,Statistic,Name(s),Team(s),#,
1953,Team | Roster,Wins,Losses,WP,
1953,Brooklyn Dodgers,105,49,.682,https://www.baseball-almanac.com/teamstats/roster.php?y=1953&t=BRO
1953,Milwaukee Braves,92,62,.597,https://www.baseball-almanac.com/teamstats/roster.php?y=1953&t=MLN
1953,Philadelphia Phillies,83,71,.539,https://www.baseball-almanac.com/teamstats/roster.php?y=1953&t=PHI
1953,St. Louis Cardinals,83,71,.539,https://www.baseball-almanac.com/teamstats/roster.php?y=1953&t=SLN
1953,New York Giants,70,84,.455,https://www.baseball-almanac.com/teamstats/roster.php?y=1953&t=NY1
1953,Cincinnati Redlegs,68,86,.442,https://www.baseball-almanac.com/teamstats/roster.php?y=1953&t=CN4
1953,Chicago Cubs,65,89,.422,https://www.baseball-almanac.com/teamstats/roster.php?y=1953&t=CHN
1953,Pittsburgh Pirates,50,104,.325,https://www.baseball-almanac.com/teamstats/roster.php?y=1953&t=PIT
1953,Team | Roster,Wins,Losses,WP,
1954,Statistic,Name(s),Team(s),#,
1954,Base on Balls,Richie Ashburn,Philadelphia,125,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1954,Batting Average,Willie Mays,New York,.345,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1954,Doubles,Stan Musial,St. Louis,41,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1954,Hits,Don Mueller,New York,212,https://www.baseball-almanac.com/hitting/hihits4.shtml
1954,Home Runs,Ted Kluszewski,Cincinnati,49,https://www.baseball-almanac.com/hitting/hihr5.shtml
1954,On Base Percentage,Richie Ashburn,Philadelphia,.442,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1954,RBI,Ted Kluszewski,Cincinnati,141,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1954,Runs,Stan Musial,St. Louis,120,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1954,Slugging Average,Willie Mays,New York,.667,https://www.baseball-almanac.com/hitting/hislug4.shtml
1954,Stolen Bases,Bill Bruton,Milwaukee,34,https://www.baseball-almanac.com/hitting/hisb4.shtml
1954,Total Bases,Duke Snider,Brooklyn,378,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1954,Triples,Willie Mays,New York,13,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1954,Statistic,Name(s),Team(s),#,
1954,Statistic,Name(s),Team(s),#,
1954,Complete Games,Robin Roberts,Philadelphia,29,https://www.baseball-almanac.com/pitching/picomg4.shtml
1954,ERA,Johnny Antonelli,New York,2.30,https://www.baseball-almanac.com/pitching/piera4.shtml
1954,Games,Jim Hughes,Brooklyn,60,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1954,Saves,Jim Hughes,Brooklyn,24,https://www.baseball-almanac.com/pitching/pisave4.shtml
1954,Shutouts,Johnny Antonelli,New York,6,https://www.baseball-almanac.com/pitching/pishut4.shtml
1954,Strikeouts,Robin Roberts,Philadelphia,185,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1954,Winning Percentage,Johnny Antonelli,New York,.750,https://www.baseball-almanac.com/pitching/piwper4.shtml
1954,Wins,Robin Roberts,Philadelphia,23,https://www.baseball-almanac.com/pitching/piwins4.shtml
1954,Statistic,Name(s),Team(s),#,
1954,Team [Click for roster],Wins,Losses,WP,
1954,New York Giants,97,57,.630,https://www.baseball-almanac.com/teamstats/roster.php?y=1954&t=NY1
1954,Brooklyn Dodgers,92,62,.597,https://www.baseball-almanac.com/teamstats/roster.php?y=1954&t=BRO
1954,Milwaukee Braves,89,65,.578,https://www.baseball-almanac.com/teamstats/roster.php?y=1954&t=MLN
1954,Philadelphia Phillies,75,79,.487,https://www.baseball-almanac.com/teamstats/roster.php?y=1954&t=PHI
1954,Cincinnati Redlegs,74,80,.481,https://www.baseball-almanac.com/teamstats/roster.php?y=1954&t=CN4
1954,St. Louis Cardinals,72,82,.468,https://www.baseball-almanac.com/teamstats/roster.php?y=1954&t=SLN
1954,Chicago Cubs,64,90,.416,https://www.baseball-almanac.com/teamstats/roster.php?y=1954&t=CHN
1954,Pittsburgh Pirates,53,101,.344,https://www.baseball-almanac.com/teamstats/roster.php?y=1954&t=PIT
1955,Statistic,Name(s),Team(s),#,
1955,Base on Balls,Eddie Mathews,Milwaukee,109,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1955,Batting Average,Richie Ashburn,Philadelphia,.338,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1955,Doubles,Hank Aaron,Milwaukee,37,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1955,Hits,Ted Kluszewski,Cincinnati,192,https://www.baseball-almanac.com/hitting/hihits4.shtml
1955,Home Runs,Willie Mays,New York,51,https://www.baseball-almanac.com/hitting/hihr5.shtml
1955,On Base Percentage,Richie Ashburn,Philadelphia,.449,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1955,RBI,Duke Snider,Brooklyn,136,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1955,Runs,Duke Snider,Brooklyn,126,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1955,Slugging Average,Willie Mays,New York,.659,https://www.baseball-almanac.com/hitting/hislug4.shtml
1955,Stolen Bases,Bill Bruton,Milwaukee,25,https://www.baseball-almanac.com/hitting/hisb4.shtml
1955,Total Bases,Willie Mays,New York,382,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1955,Triples,Dale Long,Pittsburgh,13,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1955,Statistic,Name(s),Team(s),#,
1955,Statistic,Name(s),Team(s),#,
1955,Complete Games,Robin Roberts,Philadelphia,26,https://www.baseball-almanac.com/pitching/picomg4.shtml
1955,ERA,Bob Friend,Pittsburgh,2.83,https://www.baseball-almanac.com/pitching/piera4.shtml
1955,Games,Clem Labine,Brooklyn,60,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1955,Saves,Jack Meyer,Philadelphia,16,https://www.baseball-almanac.com/pitching/pisave4.shtml
1955,Shutouts,Joe Nuxhall,Cincinnati,5,https://www.baseball-almanac.com/pitching/pishut4.shtml
1955,Strikeouts,Sam Jones,Chicago,198,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1955,Winning Percentage,Don Newcombe,Brooklyn,.800,https://www.baseball-almanac.com/pitching/piwper4.shtml
1955,Wins,Robin Roberts,Philadelphia,23,https://www.baseball-almanac.com/pitching/piwins4.shtml
1955,Statistic,Name(s),Team(s),#,
1955,Team [Click for roster],Wins,Losses,WP,
1955,Brooklyn Dodgers,98,55,.641,https://www.baseball-almanac.com/teamstats/roster.php?y=1955&t=BRO
1955,Milwaukee Braves,85,69,.552,https://www.baseball-almanac.com/teamstats/roster.php?y=1955&t=MLN
1955,New York Giants,80,74,.519,https://www.baseball-almanac.com/teamstats/roster.php?y=1955&t=NY1
1955,Philadelphia Phillies,77,77,.500,https://www.baseball-almanac.com/teamstats/roster.php?y=1955&t=PHI
1955,Cincinnati Redlegs,75,79,.487,https://www.baseball-almanac.com/teamstats/roster.php?y=1955&t=CN4
1955,Chicago Cubs,72,81,.471,https://www.baseball-almanac.com/teamstats/roster.php?y=1955&t=CHN
1955,St. Louis Cardinals,68,86,.442,https://www.baseball-almanac.com/teamstats/roster.php?y=1955&t=SLN
1955,Pittsburgh Pirates,60,94,.390,https://www.baseball-almanac.com/teamstats/roster.php?y=1955&t=PIT
1956,Statistic,Name(s),Team(s),#,
1956,Base on Balls,Duke Snider,Brooklyn,99,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1956,Batting Average,Hank Aaron,Milwaukee,.328,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1956,Doubles,Hank Aaron,Milwaukee,34,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1956,Hits,Hank Aaron,Milwaukee,200,https://www.baseball-almanac.com/hitting/hihits4.shtml
1956,Home Runs,Duke Snider,Brooklyn,43,https://www.baseball-almanac.com/hitting/hihr5.shtml
1956,On Base Percentage,Duke Snider,Brooklyn,.402,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1956,RBI,Stan Musial,St. Louis,109,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1956,Runs,Frank Robinson,Cincinnati,122,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1956,Slugging Average,Duke Snider,Brooklyn,.598,https://www.baseball-almanac.com/hitting/hislug4.shtml
1956,Stolen Bases,Willie Mays,New York,40,https://www.baseball-almanac.com/hitting/hisb4.shtml
1956,Total Bases,Hank Aaron,Milwaukee,340,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1956,Triples,Bill Bruton,Milwaukee,15,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1956,Statistic,Name(s),Team(s),#,
1956,Statistic,Name(s),Team(s),#,
1956,Complete Games,Robin Roberts,Philadelphia,22,https://www.baseball-almanac.com/pitching/picomg4.shtml
1956,ERA,Lew Burdette,Milwaukee,2.70,https://www.baseball-almanac.com/pitching/piera4.shtml
1956,Games,Roy Face,Pittsburgh,68,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1956,Saves,Clem Labine,Brooklyn,19,https://www.baseball-almanac.com/pitching/pisave4.shtml
1956,Shutouts,Lew Burdette,Milwaukee,6,https://www.baseball-almanac.com/pitching/pishut4.shtml
1956,Strikeouts,Sam Jones,Chicago,176,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1956,Winning Percentage,Don Newcombe,Brooklyn,.794,https://www.baseball-almanac.com/pitching/piwper4.shtml
1956,Wins,Don Newcombe,Brooklyn,27,https://www.baseball-almanac.com/pitching/piwins4.shtml
1956,Statistic,Name(s),Team(s),#,
1956,Team [Click for roster],Wins,Losses,WP,
1956,Brooklyn Dodgers,93,61,.604,https://www.baseball-almanac.com/teamstats/roster.php?y=1956&t=BRO
1956,Milwaukee Braves,92,62,.597,https://www.baseball-almanac.com/teamstats/roster.php?y=1956&t=MLN
1956,Cincinnati Redlegs,91,63,.591,https://www.baseball-almanac.com/teamstats/roster.php?y=1956&t=CN4
1956,St. Louis Cardinals,76,78,.494,https://www.baseball-almanac.com/teamstats/roster.php?y=1956&t=SLN
1956,Philadelphia Phillies,71,83,.461,https://www.baseball-almanac.com/teamstats/roster.php?y=1956&t=PHI
1956,New York Giants,67,87,.435,https://www.baseball-almanac.com/teamstats/roster.php?y=1956&t=NY1
1956,Pittsburgh Pirates,66,88,.429,https://www.baseball-almanac.com/teamstats/roster.php?y=1956&t=PIT
1956,Chicago Cubs,60,94,.390,https://www.baseball-almanac.com/teamstats/roster.php?y=1956&t=CHN
1957,Statistic,Name(s),Team(s),#,
1957,Base on Balls,Richie Ashburn,Philadelphia,94,https://www.baseball-almanac.com/hitting/hiwalk4.shtml
1957,Batting Average,Stan Musial,St. Louis,.351,https://www.baseball-almanac.com/hitting/hibavg3.shtml
1957,Doubles,Don Hoak,Cincinnati,39,https://www.baseball-almanac.com/hitting/hi2b3.shtml
1957,Hits,Red Schoendienst,New York,200,https://www.baseball-almanac.com/hitting/hihits4.shtml
1957,Home Runs,Hank Aaron,Milwaukee,44,https://www.baseball-almanac.com/hitting/hihr5.shtml
1957,On Base Percentage,Stan Musial,St. Louis,.428,https://www.baseball-almanac.com/hitting/hiobp4.shtml
1957,RBI,Hank Aaron,Milwaukee,132,https://www.baseball-almanac.com/hitting/hirbi5.shtml
1957,Runs,Hank Aaron,Milwaukee,118,https://www.baseball-almanac.com/hitting/hiruns2.shtml
1957,Slugging Average,Willie Mays,New York,.626,https://www.baseball-almanac.com/hitting/hislug4.shtml
1957,Stolen Bases,Willie Mays,New York,38,https://www.baseball-almanac.com/hitting/hisb4.shtml
1957,Total Bases,Hank Aaron,Milwaukee,369,https://www.baseball-almanac.com/hitting/hitotb4.shtml
1957,Triples,Willie Mays,New York,20,https://www.baseball-almanac.com/hitting/hitrip4.shtml
1957,Statistic,Name(s),Team(s),#,
1957,Statistic,Name(s),Team(s),#,
1957,Complete Games,Warren Spahn,Milwaukee,18,https://www.baseball-almanac.com/pitching/picomg4.shtml
1957,ERA,Johnny Podres,Brooklyn,2.66,https://www.baseball-almanac.com/pitching/piera4.shtml
1957,Games,Turk Lown,Chicago,67,https://www.baseball-almanac.com/pitching/pigamp4.shtml
1957,Saves,Clem Labine,Brooklyn,17,https://www.baseball-almanac.com/pitching/pisave4.shtml
1957,Shutouts,Johnny Podres,Brooklyn,6,https://www.baseball-almanac.com/pitching/pishut4.shtml
1957,Strikeouts,Jack Sanford,Philadelphia,188,https://www.baseball-almanac.com/pitching/pistrik4.shtml
1957,Winning Percentage,Bob Buhl,Milwaukee,.720,https://www.baseball-almanac.com/pitching/piwper4.shtml
1957,Wins,Warren Spahn,Milwaukee,21,https://www.baseball-almanac.com/pitching/piwins4.shtml
1957,Statistic,Name(s),Team(s),#,
1957,Team [Click for roster],Wins,Losses,WP,
1957,Milwaukee Braves,95,59,.617,https://www.baseball-almanac.com/teamstats/roster.php?y=1957&t=MLN
1957,St. Louis Cardinals,87,67,.565,https://www.baseball-almanac.com/teamstats/roster.php?y=1957&t=SLN
